J, Jp,  transition energy (au), line strength (au), the level inverse lifetime (au), transition energy (nm) ,linewidth (Hz)
9.0,8.0,0.2179476,0.001725,0.0,209.0,0.0
9.0,10.0,0.21805468,0.003116,0.0,209.0,0.0
9.0,10.0,0.21831894,0.001181,0.0,209.0,0.0
9.0,9.0,0.21846019,1.961e-5,0.0,209.0,0.0
9.0,8.0,0.21849345,0.004892,0.0,208.0,0.0
9.0,8.0,0.218724,0.001454,0.0,208.0,0.0
9.0,8.0,0.21901697,0.0003333,0.0,208.0,0.0
9.0,9.0,0.21908896,0.001121,0.0,208.0,0.0
9.0,8.0,0.21917234,0.0002501,0.0,208.0,0.0
9.0,10.0,0.21917827,0.001405,0.0,208.0,0.0
9.0,10.0,0.21924616,0.002746,0.0,208.0,0.0
9.0,9.0,0.21924889,0.004686,0.0,208.0,0.0
9.0,8.0,0.21932088,6.929e-5,0.0,208.0,0.0
9.0,9.0,0.21954596,0.0008843,0.0,207.0,0.0
9.0,8.0,0.2196667,0.002044,0.0,207.0,0.0
9.0,9.0,0.21968903,1.713e-5,0.0,207.0,0.0
9.0,10.0,0.21975419,8.554e-5,0.0,207.0,0.0
9.0,8.0,0.21981843,0.0006037,0.0,207.0,0.0
9.0,8.0,0.2201073,0.001067,0.0,207.0,0.0
9.0,9.0,0.22021346,0.003675,0.0,207.0,0.0
9.0,10.0,0.22025857,0.0004238,0.0,207.0,0.0
9.0,8.0,0.2203866,5.09e-5,0.0,207.0,0.0
9.0,10.0,0.22051783,0.01624,0.0,207.0,0.0
9.0,9.0,0.22056066,7.846e-6,0.0,207.0,0.0
9.0,9.0,0.22061214,0.003755,0.0,206.0,0.0
9.0,8.0,0.22072058,1.114e-5,0.0,206.0,0.0
9.0,8.0,0.22098804,0.0003153,0.0,206.0,0.0
9.0,10.0,0.221009,0.003238,0.0,206.0,0.0
9.0,9.0,0.22105638,2.066e-5,0.0,206.0,0.0
9.0,10.0,0.22117212,0.006411,0.0,206.0,0.0
9.0,9.0,0.22120902,0.004748,0.0,206.0,0.0
9.0,9.0,0.22130197,0.0001769,0.0,206.0,0.0
9.0,8.0,0.2213161,0.0005466,0.0,206.0,0.0
9.0,10.0,0.22152933,0.0006134,0.0,206.0,0.0
9.0,8.0,0.22154665,0.0002736,0.0,206.0,0.0
9.0,9.0,0.22167331,0.006758,0.0,205.0,0.0
9.0,10.0,0.22192847,0.01517,0.0,205.0,0.0
9.0,8.0,0.22193302,0.0004514,0.0,205.0,0.0
9.0,8.0,0.22209432,5.46e-5,0.0,205.0,0.0
9.0,9.0,0.22223237,0.003388,0.0,205.0,0.0
9.0,10.0,0.2224087,0.02379,0.0,205.0,0.0
9.0,9.0,0.22257774,0.004631,0.0,205.0,0.0
9.0,8.0,0.22264199,0.000567,0.0,205.0,0.0
9.0,9.0,0.22271215,0.0004996,0.0,205.0,0.0
9.0,8.0,0.22296093,0.0009139,0.0,204.0,0.0
9.0,10.0,0.22300877,1.959e-5,0.0,204.0,0.0
9.0,8.0,0.22305935,1.708e-5,0.0,204.0,0.0
9.0,9.0,0.22318237,0.004876,0.0,204.0,0.0
9.0,9.0,0.22326301,0.001603,0.0,204.0,0.0
9.0,8.0,0.22332908,0.0001505,0.0,204.0,0.0
9.0,10.0,0.22340745,0.004941,0.0,204.0,0.0
9.0,9.0,0.22348035,0.004902,0.0,204.0,0.0
9.0,10.0,0.22353275,0.0002238,0.0,204.0,0.0
9.0,8.0,0.2235487,0.0009097,0.0,204.0,0.0
9.0,9.0,0.22376649,0.0003063,0.0,204.0,0.0
9.0,8.0,0.22384076,4.152e-5,0.0,203.0,0.0
9.0,9.0,0.22392368,0.001599,0.0,203.0,0.0
9.0,8.0,0.22394418,4.1e-5,0.0,203.0,0.0
9.0,8.0,0.22430915,0.004417,0.0,203.0,0.0
9.0,10.0,0.22434514,0.0005616,0.0,203.0,0.0
9.0,9.0,0.22443991,0.0001805,0.0,203.0,0.0
9.0,10.0,0.22450552,0.0002173,0.0,203.0,0.0
9.0,8.0,0.22455701,7.422e-6,0.0,203.0,0.0
9.0,10.0,0.22477344,0.001443,0.0,203.0,0.0
9.0,8.0,0.2248108,0.0002066,0.0,203.0,0.0
9.0,9.0,0.224932,0.002275,0.0,203.0,0.0
9.0,9.0,0.22512974,0.0006041,0.0,202.0,0.0
9.0,8.0,0.22526734,8.616e-7,0.0,202.0,0.0
9.0,9.0,0.225353,0.0008132,0.0,202.0,0.0
9.0,8.0,0.22540722,2.899e-5,0.0,202.0,0.0
9.0,8.0,0.22557216,0.0001662,0.0,202.0,0.0
9.0,10.0,0.22560952,0.005416,0.0,202.0,0.0
9.0,8.0,0.22578266,5.692e-5,0.0,202.0,0.0
9.0,9.0,0.22578995,0.0005261,0.0,202.0,0.0
9.0,10.0,0.22581273,0.001997,0.0,202.0,0.0
9.0,9.0,0.22599225,0.003589,0.0,202.0,0.0
9.0,8.0,0.22601731,0.0003777,0.0,202.0,0.0
9.0,10.0,0.22613851,0.0008213,0.0,201.0,0.0
9.0,9.0,0.22632395,0.00291,0.0,201.0,0.0
9.0,8.0,0.22636587,4.169e-5,0.0,201.0,0.0
9.0,10.0,0.22643422,0.001458,0.0,201.0,0.0
9.0,8.0,0.22656817,1.647e-6,0.0,201.0,0.0
9.0,9.0,0.22660462,0.0002654,0.0,201.0,0.0
9.0,9.0,0.22679189,9.249e-10,0.0,201.0,0.0
9.0,8.0,0.22679235,0.0004358,0.0,201.0,0.0
9.0,9.0,0.22702745,0.0001425,0.0,201.0,0.0
9.0,8.0,0.22704203,0.0004931,0.0,201.0,0.0
9.0,10.0,0.22719194,1.968e-7,0.0,200.0,0.0
9.0,8.0,0.22743114,7.529e-5,0.0,200.0,0.0
9.0,9.0,0.22747534,8.327e-5,0.0,200.0,0.0
9.0,10.0,0.22758287,6.614e-5,0.0,200.0,0.0
9.0,9.0,0.22780112,0.004537,0.0,200.0,0.0
9.0,8.0,0.22784486,3.548e-5,0.0,200.0,0.0
9.0,9.0,0.22792323,0.002563,0.0,200.0,0.0
9.0,8.0,0.22813236,0.0001215,0.0,200.0,0.0
9.0,10.0,0.22816699,0.001836,0.0,200.0,0.0
9.0,10.0,0.22819068,2.863e-7,0.0,200.0,0.0
9.0,8.0,0.22819797,1.737e-5,0.0,200.0,0.0
9.0,9.0,0.22829821,0.001661,0.0,200.0,0.0
9.0,8.0,0.22840756,0.0005749,0.0,199.0,0.0
9.0,9.0,0.2284103,1.425e-6,0.0,199.0,0.0
9.0,8.0,0.22863902,1.389e-5,0.0,199.0,0.0
9.0,9.0,0.22866819,0.0002144,0.0,199.0,0.0
9.0,10.0,0.22869416,0.00232,0.0,199.0,0.0
9.0,8.0,0.22876569,0.0003255,0.0,199.0,0.0
9.0,10.0,0.22885272,9.555e-5,0.0,199.0,0.0
9.0,9.0,0.22905912,0.0003297,0.0,199.0,0.0
9.0,9.0,0.2292031,0.0001779,0.0,199.0,0.0
9.0,8.0,0.2293202,0.0003691,0.0,199.0,0.0
9.0,10.0,0.22937168,0.0006464,0.0,199.0,0.0
9.0,8.0,0.22942271,0.0009321,0.0,199.0,0.0
9.0,10.0,0.22949243,0.0001555,0.0,198.0,0.0
9.0,8.0,0.22960087,0.0007511,0.0,198.0,0.0
9.0,9.0,0.22974576,0.0001108,0.0,198.0,0.0
9.0,9.0,0.22983916,0.0002617,0.0,198.0,0.0
9.0,8.0,0.23010161,0.0004387,0.0,198.0,0.0
9.0,10.0,0.23022508,0.001577,0.0,198.0,0.0
9.0,9.0,0.23024149,3.279e-6,0.0,198.0,0.0
9.0,8.0,0.23028523,8.754e-5,0.0,198.0,0.0
9.0,9.0,0.23028659,6.192e-5,0.0,198.0,0.0
9.0,9.0,0.23048525,2.124e-6,0.0,198.0,0.0
9.0,10.0,0.23060462,0.0005773,0.0,198.0,0.0
9.0,8.0,0.23072856,9.488e-6,0.0,197.0,0.0
9.0,10.0,0.23078597,0.0006,0.0,197.0,0.0
9.0,8.0,0.23090261,0.0001662,0.0,197.0,0.0
9.0,9.0,0.23092767,0.004644,0.0,197.0,0.0
9.0,8.0,0.23101105,2.07e-5,0.0,197.0,0.0
9.0,9.0,0.23119011,0.00052,0.0,197.0,0.0
9.0,10.0,0.23126119,0.0001008,0.0,197.0,0.0
9.0,9.0,0.23129992,0.0003777,0.0,197.0,0.0
9.0,8.0,0.23140472,7.242e-5,0.0,197.0,0.0
9.0,8.0,0.23167673,1.826e-8,0.0,197.0,0.0
9.0,9.0,0.23173915,0.0005422,0.0,197.0,0.0
9.0,10.0,0.23177515,0.0003756,0.0,197.0,0.0
9.0,9.0,0.23203167,6.278e-5,0.0,196.0,0.0
9.0,8.0,0.23220207,0.004602,0.0,196.0,0.0
9.0,8.0,0.23228363,0.0003087,0.0,196.0,0.0
9.0,9.0,0.23249732,0.0001236,0.0,196.0,0.0
9.0,10.0,0.2326691,4.11e-5,0.0,196.0,0.0
9.0,8.0,0.2326691,0.0004923,0.0,196.0,0.0
9.0,8.0,0.23276842,0.0002478,0.0,196.0,0.0
9.0,8.0,0.23292061,9.289e-5,0.0,196.0,0.0
9.0,10.0,0.23297209,3.695e-7,0.0,196.0,0.0
9.0,9.0,0.23313293,0.0002481,0.0,195.0,0.0
9.0,10.0,0.2332113,2.013e-6,0.0,195.0,0.0
9.0,8.0,0.23329149,0.0007396,0.0,195.0,0.0
9.0,9.0,0.23338262,0.00016,0.0,195.0,0.0
9.0,8.0,0.23362729,0.0007958,0.0,195.0,0.0
9.0,9.0,0.23390341,0.0005036,0.0,195.0,0.0
9.0,10.0,0.23391161,3.559e-7,0.0,195.0,0.0
9.0,9.0,0.2341695,8.176e-5,0.0,195.0,0.0
9.0,8.0,0.2342187,0.0001833,0.0,194.0,0.0
9.0,8.0,0.2344324,0.0003796,0.0,194.0,0.0
9.0,8.0,0.2345741,0.0003909,0.0,194.0,0.0
9.0,9.0,0.2346511,0.0005552,0.0,194.0,0.0
9.0,10.0,0.23480465,0.0007488,0.0,194.0,0.0
9.0,9.0,0.23483791,0.0002221,0.0,194.0,0.0
9.0,10.0,0.23489122,0.00119,0.0,194.0,0.0
9.0,8.0,0.23500968,6.366e-6,0.0,194.0,0.0
9.0,9.0,0.23507939,0.001092,0.0,194.0,0.0
9.0,9.0,0.2353145,0.0003418,0.0,194.0,0.0
9.0,8.0,0.23547944,6.031e-5,0.0,193.0,0.0
9.0,10.0,0.23552136,3.01e-5,0.0,193.0,0.0
9.0,8.0,0.23580658,0.0004608,0.0,193.0,0.0
9.0,8.0,0.23591001,0.0009585,0.0,193.0,0.0
9.0,9.0,0.23591229,0.0006934,0.0,193.0,0.0
9.0,10.0,0.23603805,0.0001327,0.0,193.0,0.0
9.0,9.0,0.23606812,0.0008574,0.0,193.0,0.0
9.0,8.0,0.23617838,0.0007269,0.0,193.0,0.0
9.0,8.0,0.23649732,0.001017,0.0,193.0,0.0
9.0,8.0,0.23662126,0.0003904,0.0,193.0,0.0
9.0,10.0,0.23680123,0.0009022,0.0,192.0,0.0
9.0,9.0,0.23686046,0.0005856,0.0,192.0,0.0
9.0,8.0,0.23692015,0.000615,0.0,192.0,0.0
9.0,9.0,0.23695615,0.0008358,0.0,192.0,0.0
9.0,10.0,0.23713658,0.002264,0.0,192.0,0.0
9.0,8.0,0.23717394,0.0007066,0.0,192.0,0.0
9.0,8.0,0.23728192,0.03002,0.0,192.0,0.0
9.0,9.0,0.23748195,0.0003001,0.0,192.0,0.0
9.0,8.0,0.23750837,0.0001791,0.0,192.0,0.0
9.0,8.0,0.23788245,0.0005509,0.0,191.0,0.0
9.0,10.0,0.23788336,8.604e-5,0.0,191.0,0.0
9.0,9.0,0.23794532,2.522e-5,0.0,191.0,0.0
9.0,9.0,0.23803554,0.0005076,0.0,191.0,0.0
9.0,9.0,0.23820412,7.002e-5,0.0,191.0,0.0
9.0,8.0,0.23820959,0.01737,0.0,191.0,0.0
9.0,10.0,0.23831165,3.292e-5,0.0,191.0,0.0
9.0,8.0,0.2386069,0.005573,0.0,191.0,0.0
9.0,9.0,0.23895865,0.0006566,0.0,191.0,0.0
9.0,8.0,0.23898553,0.002065,0.0,191.0,0.0
9.0,10.0,0.23904158,0.0001058,0.0,191.0,0.0
9.0,8.0,0.23933181,0.002036,0.0,190.0,0.0
9.0,10.0,0.23944299,0.0009166,0.0,190.0,0.0
9.0,8.0,0.23954733,0.0001796,0.0,190.0,0.0
9.0,9.0,0.23956601,0.0002778,0.0,190.0,0.0
9.0,8.0,0.23963117,0.0003843,0.0,190.0,0.0
9.0,8.0,0.23986126,0.002029,0.0,190.0,0.0
9.0,9.0,0.23996469,0.003712,0.0,190.0,0.0
9.0,8.0,0.24014193,0.002231,0.0,190.0,0.0
9.0,9.0,0.24024809,0.002322,0.0,190.0,0.0
9.0,10.0,0.24027452,0.0005822,0.0,190.0,0.0
9.0,10.0,0.24058754,0.0001432,0.0,189.0,0.0
9.0,8.0,0.24069826,0.000676,0.0,189.0,0.0
9.0,9.0,0.24070646,0.004791,0.0,189.0,0.0
9.0,9.0,0.24079348,0.005473,0.0,189.0,0.0
9.0,8.0,0.24081034,0.0001912,0.0,189.0,0.0
9.0,10.0,0.24082356,0.0003418,0.0,189.0,0.0
9.0,8.0,0.24131382,0.007035,0.0,189.0,0.0
9.0,9.0,0.24145096,0.0002413,0.0,189.0,0.0
9.0,8.0,0.24150473,0.00149,0.0,189.0,0.0
9.0,8.0,0.24173801,0.0001629,0.0,188.0,0.0
9.0,10.0,0.24174986,3.584e-7,0.0,188.0,0.0
9.0,9.0,0.24179269,0.0007532,0.0,188.0,0.0
9.0,9.0,0.24196264,5.513e-6,0.0,188.0,0.0
9.0,10.0,0.24200957,0.0004965,0.0,188.0,0.0
9.0,8.0,0.24218453,0.003651,0.0,188.0,0.0
9.0,10.0,0.24248069,0.0005523,0.0,188.0,0.0
9.0,8.0,0.24249618,0.001983,0.0,188.0,0.0
9.0,8.0,0.24262148,0.003222,0.0,188.0,0.0
9.0,9.0,0.24276774,0.002428,0.0,188.0,0.0
9.0,10.0,0.24283609,4.49e-5,0.0,188.0,0.0
9.0,8.0,0.24300968,0.001189,0.0,187.0,0.0
9.0,8.0,0.24314911,0.0006815,0.0,187.0,0.0
9.0,9.0,0.24324297,3.127e-6,0.0,187.0,0.0
9.0,9.0,0.24360337,0.0002648,0.0,187.0,0.0
9.0,8.0,0.24369359,0.001135,0.0,187.0,0.0
9.0,9.0,0.24373095,0.001459,0.0,187.0,0.0
9.0,10.0,0.24389498,0.003086,0.0,187.0,0.0
9.0,9.0,0.24392596,0.005645,0.0,187.0,0.0
9.0,9.0,0.24406812,0.0002339,0.0,187.0,0.0
9.0,10.0,0.24414193,0.001161,0.0,187.0,0.0
9.0,8.0,0.24418658,0.001594,0.0,187.0,0.0
9.0,8.0,0.24432054,0.0005402,0.0,186.0,0.0
9.0,9.0,0.24454835,0.001656,0.0,186.0,0.0
9.0,8.0,0.2446208,8.992e-5,0.0,186.0,0.0
9.0,9.0,0.24498941,0.001838,0.0,186.0,0.0
9.0,8.0,0.24507643,3.605e-5,0.0,186.0,0.0
9.0,8.0,0.24523271,0.0006211,0.0,186.0,0.0
9.0,10.0,0.24531473,6.477e-5,0.0,186.0,0.0
9.0,8.0,0.24543228,0.0002202,0.0,186.0,0.0
9.0,9.0,0.24543274,0.02169,0.0,186.0,0.0
9.0,8.0,0.24588883,1.533e-5,0.0,185.0,0.0
9.0,9.0,0.2460164,0.007892,0.0,185.0,0.0
9.0,10.0,0.24603918,0.003645,0.0,185.0,0.0
9.0,8.0,0.2462228,0.0002512,0.0,185.0,0.0
9.0,10.0,0.24649573,5.301e-9,0.0,185.0,0.0
9.0,8.0,0.24659232,0.004175,0.0,185.0,0.0
9.0,9.0,0.24663971,0.001059,0.0,185.0,0.0
9.0,10.0,0.24675362,0.0003112,0.0,185.0,0.0
9.0,8.0,0.24689532,0.005232,0.0,184.0,0.0
9.0,8.0,0.24728169,0.004484,0.0,184.0,0.0
9.0,10.0,0.24735186,0.008352,0.0,184.0,0.0
9.0,9.0,0.24741747,0.0003152,0.0,184.0,0.0
9.0,8.0,0.2474234,0.002324,0.0,184.0,0.0
9.0,9.0,0.24786809,1.68e-5,0.0,184.0,0.0
9.0,10.0,0.24794737,3.785e-6,0.0,184.0,0.0
9.0,8.0,0.24809637,4.477e-5,0.0,184.0,0.0
9.0,9.0,0.24827452,0.0008967,0.0,183.0,0.0
9.0,8.0,0.24829457,0.0008693,0.0,183.0,0.0
9.0,10.0,0.24833876,0.002897,0.0,183.0,0.0
9.0,9.0,0.24853742,5.893e-5,0.0,183.0,0.0
9.0,8.0,0.2485479,0.0007878,0.0,183.0,0.0
9.0,8.0,0.24882902,0.0008862,0.0,183.0,0.0
9.0,9.0,0.24887641,0.005636,0.0,183.0,0.0
9.0,10.0,0.24905274,0.0009002,0.0,183.0,0.0
9.0,8.0,0.2491425,5.978e-5,0.0,183.0,0.0
9.0,9.0,0.24921859,0.0002969,0.0,183.0,0.0
9.0,9.0,0.24924502,4.602e-5,0.0,183.0,0.0
9.0,8.0,0.2495471,0.0003719,0.0,183.0,0.0
9.0,10.0,0.24955439,0.003661,0.0,183.0,0.0
9.0,9.0,0.24966511,0.002133,0.0,182.0,0.0
9.0,8.0,0.24983597,0.001169,0.0,182.0,0.0
9.0,10.0,0.24988108,0.0002976,0.0,182.0,0.0
9.0,10.0,0.24992801,0.002285,0.0,182.0,0.0
9.0,8.0,0.24999089,0.002869,0.0,182.0,0.0
9.0,8.0,0.25018271,7.969e-5,0.0,182.0,0.0
9.0,9.0,0.25039777,1.625e-5,0.0,182.0,0.0
9.0,9.0,0.25057956,0.0002471,0.0,182.0,0.0
9.0,8.0,0.25077822,0.0067,0.0,182.0,0.0
9.0,9.0,0.25084657,0.002225,0.0,182.0,0.0
9.0,10.0,0.2509427,0.004208,0.0,182.0,0.0
9.0,8.0,0.25094908,0.003157,0.0,182.0,0.0
9.0,8.0,0.25111129,0.0007624,0.0,181.0,0.0
9.0,9.0,0.25114637,0.0001702,0.0,181.0,0.0
9.0,10.0,0.25141565,0.0002836,0.0,181.0,0.0
9.0,8.0,0.25177104,0.001367,0.0,181.0,0.0
9.0,9.0,0.25177332,6.021e-5,0.0,181.0,0.0
9.0,10.0,0.25181433,0.0004044,0.0,181.0,0.0
9.0,8.0,0.25191958,0.004437,0.0,181.0,0.0
9.0,9.0,0.25212507,0.002246,0.0,181.0,0.0
9.0,10.0,0.25213874,0.0003608,0.0,181.0,0.0
9.0,8.0,0.2524431,0.001285,0.0,180.0,0.0
9.0,9.0,0.25247409,0.001259,0.0,180.0,0.0
9.0,10.0,0.25252421,0.0007407,0.0,180.0,0.0
9.0,8.0,0.2526003,0.004862,0.0,180.0,0.0
9.0,8.0,0.25284588,0.006699,0.0,180.0,0.0
9.0,9.0,0.25285499,0.002927,0.0,180.0,0.0
9.0,9.0,0.25304818,0.002276,0.0,180.0,0.0
9.0,10.0,0.25325869,3.771e-6,0.0,180.0,0.0
9.0,8.0,0.25327053,0.00224,0.0,180.0,0.0
9.0,9.0,0.25339036,0.008403,0.0,180.0,0.0
9.0,9.0,0.25346691,0.001716,0.0,180.0,0.0
9.0,8.0,0.25364005,0.0004499,0.0,180.0,0.0
9.0,8.0,0.25394396,0.0005136,0.0,179.0,0.0
9.0,9.0,0.25402278,0.000144,0.0,179.0,0.0
9.0,10.0,0.25414125,0.000335,0.0,179.0,0.0
9.0,8.0,0.25430208,0.002245,0.0,179.0,0.0
9.0,9.0,0.25449892,0.001555,0.0,179.0,0.0
9.0,10.0,0.25456681,0.001095,0.0,179.0,0.0
9.0,9.0,0.25495273,3.115e-6,0.0,179.0,0.0
9.0,8.0,0.25502381,0.007059,0.0,179.0,0.0
9.0,9.0,0.25560383,6.476e-5,0.0,178.0,0.0
9.0,8.0,0.25560383,0.00198,0.0,178.0,0.0
9.0,8.0,0.25565623,0.001407,0.0,178.0,0.0
9.0,10.0,0.25569769,0.002406,0.0,178.0,0.0
9.0,10.0,0.25584212,5.646e-5,0.0,178.0,0.0
9.0,8.0,0.25593917,0.002273,0.0,178.0,0.0
9.0,8.0,0.2561392,0.0008661,0.0,178.0,0.0
9.0,9.0,0.25629457,0.000473,0.0,178.0,0.0
9.0,8.0,0.2563497,0.006744,0.0,178.0,0.0
9.0,9.0,0.25662763,0.0009425,0.0,177.0,0.0
9.0,8.0,0.25681353,0.0005333,0.0,177.0,0.0
9.0,8.0,0.25701629,4.12e-6,0.0,177.0,0.0
9.0,9.0,0.25714159,7.579e-5,0.0,177.0,0.0
9.0,8.0,0.25748195,0.0003112,0.0,177.0,0.0
9.0,9.0,0.25755712,3.626e-5,0.0,177.0,0.0
9.0,8.0,0.25761864,0.0002129,0.0,177.0,0.0
9.0,9.0,0.25764643,0.000576,0.0,177.0,0.0
9.0,9.0,0.25784827,2.337e-7,0.0,177.0,0.0
9.0,8.0,0.25829935,0.000262,0.0,176.0,0.0
9.0,10.0,0.25830846,0.0002127,0.0,176.0,0.0
9.0,10.0,0.25850666,0.0007294,0.0,176.0,0.0
9.0,9.0,0.25886479,0.000786,0.0,176.0,0.0
9.0,8.0,0.25891673,2.452e-5,0.0,176.0,0.0
9.0,9.0,0.2590516,7.942e-6,0.0,176.0,0.0
9.0,8.0,0.25938512,0.0005985,0.0,176.0,0.0
9.0,8.0,0.2594398,0.0002975,0.0,176.0,0.0
9.0,9.0,0.25962205,0.0005667,0.0,175.0,0.0
9.0,10.0,0.25962524,0.003281,0.0,175.0,0.0
9.0,10.0,0.25989407,0.005974,0.0,175.0,0.0
9.0,8.0,0.25990637,6.189e-5,0.0,175.0,0.0
9.0,8.0,0.26019114,8.422e-5,0.0,175.0,0.0
9.0,9.0,0.26033147,0.003151,0.0,175.0,0.0
9.0,9.0,0.26050963,0.000212,0.0,175.0,0.0
9.0,8.0,0.26051555,0.0001833,0.0,175.0,0.0
9.0,9.0,0.26057934,0.001088,0.0,175.0,0.0
9.0,8.0,0.2609124,6.628e-6,0.0,175.0,0.0
9.0,9.0,0.2610049,0.002378,0.0,175.0,0.0
9.0,9.0,0.26115617,0.002651,0.0,174.0,0.0
9.0,8.0,0.2611949,0.001663,0.0,174.0,0.0
9.0,9.0,0.26178221,0.008058,0.0,174.0,0.0
9.0,8.0,0.26178676,0.0007459,0.0,174.0,0.0
9.0,10.0,0.26186559,0.0001492,0.0,174.0,0.0
9.0,8.0,0.26195626,9.327e-6,0.0,174.0,0.0
9.0,8.0,0.26225607,3.797e-5,0.0,174.0,0.0
9.0,8.0,0.26238638,0.0005239,0.0,174.0,0.0
9.0,10.0,0.26240961,0.005079,0.0,174.0,0.0
9.0,9.0,0.26316824,0.0006734,0.0,173.0,0.0
9.0,8.0,0.26336872,0.001638,0.0,173.0,0.0
9.0,10.0,0.26365987,7.533e-5,0.0,173.0,0.0
9.0,8.0,0.26380112,0.005175,0.0,173.0,0.0
9.0,9.0,0.2640385,0.001832,0.0,173.0,0.0
9.0,8.0,0.26417565,0.005151,0.0,172.0,0.0
9.0,10.0,0.26440574,1.067e-6,0.0,172.0,0.0
9.0,9.0,0.26440665,0.0008364,0.0,172.0,0.0
9.0,8.0,0.2647666,1.032e-5,0.0,172.0,0.0
9.0,10.0,0.26506049,3.507e-5,0.0,172.0,0.0
9.0,9.0,0.265163,0.001145,0.0,172.0,0.0
9.0,8.0,0.2652318,0.001382,0.0,172.0,0.0
9.0,10.0,0.26527919,1.675e-7,0.0,172.0,0.0
9.0,9.0,0.26551931,2.295e-5,0.0,172.0,0.0
9.0,8.0,0.26562046,9.892e-5,0.0,171.0,0.0
9.0,8.0,0.26581775,0.001282,0.0,171.0,0.0
9.0,10.0,0.26606516,0.0008825,0.0,171.0,0.0
9.0,8.0,0.26609614,0.0001125,0.0,171.0,0.0
9.0,10.0,0.26641964,4.297e-5,0.0,171.0,0.0
9.0,9.0,0.26666431,3.795e-5,0.0,171.0,0.0
9.0,8.0,0.26676501,0.001302,0.0,171.0,0.0
9.0,9.0,0.26694362,0.0006243,0.0,171.0,0.0
9.0,8.0,0.26721062,0.00119,0.0,170.0,0.0
9.0,8.0,0.26768721,0.001563,0.0,170.0,0.0
9.0,9.0,0.2677314,7.087e-7,0.0,170.0,0.0
9.0,8.0,0.26796059,1.136e-6,0.0,170.0,0.0
9.0,9.0,0.26827042,3.499e-6,0.0,170.0,0.0
9.0,8.0,0.26829548,0.0005527,0.0,170.0,0.0
9.0,10.0,0.26851464,0.0003045,0.0,170.0,0.0
9.0,8.0,0.26875293,0.0003497,0.0,169.0,0.0
9.0,9.0,0.26892197,2.88e-5,0.0,169.0,0.0
9.0,8.0,0.26917622,0.0005041,0.0,169.0,0.0
9.0,9.0,0.26975441,2.903e-5,0.0,169.0,0.0
9.0,8.0,0.26997813,0.000104,0.0,169.0,0.0
9.0,8.0,0.27042465,9.707e-5,0.0,168.0,0.0
9.0,8.0,0.2704857,4.019e-6,0.0,168.0,0.0
9.0,9.0,0.2706593,0.000113,0.0,168.0,0.0
9.0,8.0,0.27082652,3.97e-5,0.0,168.0,0.0
9.0,10.0,0.27102517,3.332e-6,0.0,168.0,0.0
9.0,9.0,0.27110947,1.526e-6,0.0,168.0,0.0
9.0,8.0,0.27129081,1.452e-5,0.0,168.0,0.0
9.0,9.0,0.27162069,9.425e-5,0.0,168.0,0.0
9.0,10.0,0.27192915,1.028e-5,0.0,168.0,0.0
9.0,8.0,0.27193826,1.397e-5,0.0,168.0,0.0
9.0,9.0,0.27222668,3.963e-6,0.0,167.0,0.0
9.0,8.0,0.27274063,2.606e-5,0.0,167.0,0.0
9.0,9.0,0.2730573,9.867e-6,0.0,167.0,0.0
9.0,8.0,0.27337077,3.689e-5,0.0,167.0,0.0
9.0,8.0,0.27387971,6.452e-6,0.0,166.0,0.0
9.0,9.0,0.27390842,9.145e-5,0.0,166.0,0.0
9.0,8.0,0.27443148,5.151e-5,0.0,166.0,0.0
9.0,9.0,0.27492812,1.661e-5,0.0,166.0,0.0
9.0,8.0,0.27508805,1.076e-5,0.0,166.0,0.0
9.0,9.0,0.27540563,7.108e-5,0.0,165.0,0.0
9.0,10.0,0.27540973,8.173e-7,0.0,165.0,0.0
9.0,8.0,0.27578152,4.266e-6,0.0,165.0,0.0
9.0,8.0,0.27628226,3.403e-6,0.0,165.0,0.0
9.0,9.0,0.27644629,0.0002715,0.0,165.0,0.0
9.0,8.0,0.27688917,7.259e-6,0.0,165.0,0.0
9.0,8.0,0.27743775,3.638e-5,0.0,164.0,0.0
9.0,10.0,0.27872765,8.85e-7,0.0,163.0,0.0
9.0,8.0,0.27891582,9.487e-7,0.0,163.0,0.0
9.0,9.0,0.27919057,5.463e-5,0.0,163.0,0.0
9.0,8.0,0.27981661,2.014e-6,0.0,163.0,0.0
9.0,10.0,0.28016107,3.387e-5,0.0,163.0,0.0
9.0,9.0,0.28029411,1.336e-6,0.0,163.0,0.0
9.0,8.0,0.28037977,5.595e-5,0.0,162.0,0.0
9.0,8.0,0.28103315,9.449e-5,0.0,162.0,0.0
9.0,9.0,0.28136075,6.649e-5,0.0,162.0,0.0
9.0,8.0,0.28196309,9.998e-7,0.0,162.0,0.0
9.0,10.0,0.28265383,0.0008515,0.0,161.0,0.0
9.0,8.0,0.28301424,4.492e-5,0.0,161.0,0.0
9.0,9.0,0.28364164,7.646e-7,0.0,161.0,0.0
9.0,8.0,0.28368903,0.000275,0.0,161.0,0.0
9.0,9.0,0.28440027,3.252e-5,0.0,160.0,0.0
9.0,8.0,0.28494749,0.0001441,0.0,160.0,0.0
9.0,9.0,0.28509921,0.0002806,0.0,160.0,0.0
9.0,8.0,0.28529741,0.009158,0.0,160.0,0.0
9.0,10.0,0.28541588,1.134e-6,0.0,160.0,0.0
